Name,Ticker,Exchange,BE - Monthly 2004-12,Daily Closing Price 2004-12-31 USD,Market Cap - Monthly 2004-12 ,C/P - Daily 2004-12-31,E/P - Daily 2004-12-31,EBITDA/P- Daily 2004-12-31,FCF/P - Daily 2004-12-31,S/P - Daily 2004-12-31,Yearly Return Year  2005
Chevron Corp,CVX,"NEW YORK STOCK EXCHANGE, INC.",45229965598,52.51,1.10645E+11,0.125570435,0.101218816,0.212446023,0.069846889,1.257564249,0.113917591
"Chevy Chase Bank, F.S.B. Pref Share",CCXPRC,"NEW YORK STOCK EXCHANGE, INC.",,29.00,,,,,,,-0.040710658
Chevy Chase Preferred Capital Corporation Pref Share,CCPRA,"NEW YORK STOCK EXCHANGE, INC.",,58.50,,,,,,,0.046889019
Chicago Bridge & Iron Company,CBI,"NEW YORK STOCK EXCHANGE, INC.",469236153,20.25,1924733351,0.039534692,0.030498479,0.048926456,0.031651489,0.903122093,0.250961937
"Chico's FAS, Inc.",CHS,"NEW YORK STOCK EXCHANGE, INC.",523305446.4,22.77,4065748093,0.048140941,0.032725672,0.058979582,0.029008874,0.243841895,0.929716555
Chimera Investment Corporation,CIM,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
China Cord Blood Corp,CO,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"China Digital TV Holding Co., Ltd. ADR",STV,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
China Distance Education Holdings Limited ADR,DL,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
China Eastern Airlines Corporation Limited ADR,CEA,"NEW YORK STOCK EXCHANGE, INC.",831537875.3,11.21,1091170190,0.534485542,0.072894798,,,2.204415444,-0.283873529
"China Green Agriculture, Inc.",CGA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
China Hydroelectric Corporation,CHC.WS,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
China Hydroelectric Corporation ADR,CHC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
China Kanghui Holdings ADR,KH,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
China Life Insurance Co Ltd ADR,LFC,"NEW YORK STOCK EXCHANGE, INC.",8038486701,9.92,17691911642,0.282203274,0.033728462,,,0.56656967,0.334341866
China Mass Media Corp ADR,CMM,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
China Ming Yang Wind Power Group Ltd. ADR,MY,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
China Mobile Ltd. ADR,CHL,"NEW YORK STOCK EXCHANGE, INC.",28166099301,17.16,67518371726,0.180936986,0.070920728,,,0.341350985,0.442418776
China Nepstar Chain Drugstore Ltd. ADR,NPD,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
China Netcom Group Corp. Ltd. ADR,CN,"NEW YORK STOCK EXCHANGE, INC.",6665266555,26.76,8822141748,,-0.012223724,,,1.043148807,0.216486692
China New Borun Corporation ADR,BORN,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
China Petroleum & Chemical Corporation ADR,SNP,"NEW YORK STOCK EXCHANGE, INC.",23318967779,40.99,35539329746,0.217928736,0.145891115,,-0.028350754,2.62723019,0.253555529
"China Security & Surveillance Technology, Inc.",CSR,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,13.99999971
China Southern Airlines Company Limited ADR,ZNH,"NEW YORK STOCK EXCHANGE, INC.",1431524112,13.24,1737423501,0.108096399,0.050180298,,,1.153115256,-0.284995014
China Telecom Corp Ltd ADR,CHA,"NEW YORK STOCK EXCHANGE, INC.",19232039611,36.80,29783111534,0.288297348,0.124756055,,0.048342248,0.680242956,0.01825862
China Unicom (Hong Kong) Ltd ADR,CHU,"NEW YORK STOCK EXCHANGE, INC.",8795441684,7.85,9896684185,0.290568017,0.054018344,0.332075652,0.050341441,0.945920764,0.057578808
China Xiniya Fashion Ltd. ADR,XNY,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"China Yuchai International, Ltd.",CYD,"NEW YORK STOCK EXCHANGE, INC.",300015396,13.28,469315200,0.276186331,0.129755726,,0.180438646,1.367328773,-0.391450258
China Zenix Auto International Ltd ADR,ZX,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Chipotle Mexican Grill, Inc.",CMG.B,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Chipotle Mexican Grill, Inc. A",CMG,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Chiquita Brands International,CQB,"NEW YORK STOCK EXCHANGE, INC.",838825950.4,22.06,901326354,-0.037582498,0.045784234,0.137630033,-0.082868785,3.213987273,-0.078373589
Chittenden Capital Trust I Pref Share,CHZPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Chittenden Corporation,CHZ,"NEW YORK STOCK EXCHANGE, INC.",620255440.7,28.73,1329588200,0.130748266,0.055830147,0.121459796,,0.225483007,-0.006401534
"Choice Hotels International, Inc.",CHH,"NEW YORK STOCK EXCHANGE, INC.",-203055554.2,29.38,1916304166,0.052660348,0.006793968,0.066530014,0.049912678,0.202115339,0.44293626
"ChoicePoint, Inc.",CPS,"NEW YORK STOCK EXCHANGE, INC.",983660988.2,45.99,4079920711,0.056240154,0.032398349,0.067289408,0.051622149,0.212175027,-0.032180796
Chris-Craft Industries,CCN,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
Christopher & Banks Corporation,CBK,"NEW YORK STOCK EXCHANGE, INC.",163130188.9,18.45,658805293,0.067703386,0.046070466,0.093805286,0.031313488,0.608525318,0.027567059
Chubb Corp,CB,"NEW YORK STOCK EXCHANGE, INC.",10126405725,38.45,14730919551,0.275512529,0.077243161,0.103576121,,0.861238909,0.294970508
Chunghwa Telecom Co Ltd ADR,CHT,"NEW YORK STOCK EXCHANGE, INC.",12782283813,14.10,18462233541,0.161798343,0.017854468,0.169503391,,0.314740262,-0.061081334
"Church & Dwight Company, Inc.",CHD,"NEW YORK STOCK EXCHANGE, INC.",560033054.2,16.81,2097207699,0.083886424,0.04273349,0.074823417,0.069099618,0.619014517,-0.010916418
"CIBER, Inc.",CBR,"NEW YORK STOCK EXCHANGE, INC.",377660545.1,9.64,601839525,0.06850047,0.044605818,0.085081691,0.05838107,1.302405543,-0.315352784
Cigna Corp,CI,"NEW YORK STOCK EXCHANGE, INC.",5203014819,27.19,10950959703,0.232237544,0.117815382,0.198822731,,1.608035029,0.370676793
Cimarex Energy Company,XEC,"NEW YORK STOCK EXCHANGE, INC.",700713449.6,37.90,1576665582,0.180120594,0.075989459,0.191137526,,0.357682447,0.134828588
Cincinnati Bell Inc,CBB,"NEW YORK STOCK EXCHANGE, INC.",-753889237.9,4.15,1018503918,0.263637576,0.879518305,0.501222733,0.146623395,1.083448269,-0.154216719
Cincinnati Bell Inc Pref Share,CBBPRB,"NEW YORK STOCK EXCHANGE, INC.",,40.75,,,,,,,0.004240714
Cinemark Holdings Inc,CNK,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Cinergy Corp,CIN,"NEW YORK STOCK EXCHANGE, INC.",4115928477,41.63,7545228475,0.13174906,0.04756186,0.162012349,0.042335121,0.614052217,0.068658977
"Circor International, Inc.",CIR,"NEW YORK STOCK EXCHANGE, INC.",293435509.4,23.16,357150475,0.09949239,0.045768559,0.075781458,0.086827715,1.010276533,0.114500454
CIT Group Inc,CIT,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Capital IX Pref Share,CPRS,"NEW YORK STOCK EXCHANGE, INC.",,25.20,,,,,,,0.037065483
Citigroup Capital VII Pref Share,CPRV,"NEW YORK STOCK EXCHANGE, INC.",,26.45,,,,,,,0.027579811
Citigroup Capital VIII Pref Share,CPRZ,"NEW YORK STOCK EXCHANGE, INC.",,26.18,,,,,,,0.030767814
Citigroup Capital X Pref Share,CPRR,"NEW YORK STOCK EXCHANGE, INC.",,25.17,,,,,,,0.030117895
Citigroup Capital XI Pref Share,CPRQ,"NEW YORK STOCK EXCHANGE, INC.",,24.93,,,,,,,0.039999572
Citigroup Capital XII Pref Share,CPRJ,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Capital XIII Pref Share,CPRN,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Capital XIV Pref Share,CPRO,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Capital XIX Pref Share,CPRF,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Capital XV Pref Share,CPRU,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Capital XVI Pref Share,CPRW,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Capital XVII Pref Share,CPRE,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Capital XX Pref Share,CPRG,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Funding Inc Principal Protected Notes 2006-26.5.10 Ser -D- Linked,AGB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Global Markets Holdings Inc 1 % Principal Protected Notes 2004-28,PSC,"NEW YORK STOCK EXCHANGE, INC.",,9.90,,,,,,,-0.015151477
Citigroup Global Markets Holdings Inc 1 1/2 % Principal-Protected Equity Li,PDW,"NEW YORK STOCK EXCHANGE, INC.",,9.35,,,,,,,-0.005347523
Citigroup Global Markets Holdings Inc 1 1/2 % Principal-Protected Equity Li,PDY,"NEW YORK STOCK EXCHANGE, INC.",,9.75,,,,,,,-0.041025669
Citigroup Global Markets Holdings Inc 2 % Principal Protected Notes 2005-25,PDD,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,-0.090452338
Citigroup Inc,C,"NEW YORK STOCK EXCHANGE, INC.",1.08166E+11,481.80,2.50278E+11,-0.011768536,0.065379818,,,0.336702944,0.045848655
Citigroup Inc Leading Stockmarket Return Securities 2007-25.2.10 Ser-D- Bas,IBF,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Inc Pref Share,CPRI,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Inc Pref Share,CPRP,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Inc Pref Share,CPRM,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Inc Pref Share,CPRH,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Inc Stock Market Upturn Notes 2008-6.10.09 Series -D- Linked to S,SRU,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citigroup Inc Strategic Market Access Notes 2008-25.5.11 Series -D- Called,CKK,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citizens Funding Trust I Pref Share,CTZPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citizens Republic Bancorp Inc Pref Share,CTZPRB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Citizens Utilities Trust Pref Share,CZNPR,"NEW YORK STOCK EXCHANGE, INC.",,60.50,,,,,,,-0.081280895
"Citizens, Inc.",CIA,"NEW YORK STOCK EXCHANGE, INC.",135132959.4,6.17,244200870,0.028331854,0.017890141,0.040345568,,0.366061153,-0.116439445
City National Corp,CYN,"NEW YORK STOCK EXCHANGE, INC.",1348532902,70.65,3474611580,0.046151581,0.055767876,,,0.20039269,0.046156637
CKE Restaurants Inc,CKR,"NEW YORK STOCK EXCHANGE, INC.",112703227.2,14.51,837811274,0.13103625,-0.044796686,0.007858274,0.06198456,1.743718689,-0.060499115
Claire's Stores Inc,CLE,"NEW YORK STOCK EXCHANGE, INC.",706468884.4,21.25,2103204555,0.097563165,0.06635295,0.123034735,0.068202589,0.591727181,0.409195924
Clarcor Inc.,CLC,"NEW YORK STOCK EXCHANGE, INC.",428459532.2,27.48,1400079266,0.05256869,0.045280258,0.069363184,0.036776753,0.556509351,0.091304391
"Clark, Inc.",CLK,"NEW YORK STOCK EXCHANGE, INC.",274185645.9,15.52,290383111,0.223612346,0.040592785,0.216151861,,1.05116327,-0.13294553
"Clean Harbors, Inc.",CLH,"NEW YORK STOCK EXCHANGE, INC.",11037839.04,7.55,215808488,0.184279791,-0.111332019,0.201169924,0.027613691,3.331168074,0.909211268
Clear Channel Communications Inc,CCU,"NEW YORK STOCK EXCHANGE, INC.",9488059316,32.08,18398564638,0.083565087,0.04177188,0.122513602,0.063691387,0.479340657,0.001490959
Clear Channel Outdoor Holdings Inc,CCO,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,-0.0123153
Clearwater Paper Corp,CLW,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Cleco Corporation,CNL,"NEW YORK STOCK EXCHANGE, INC.",541838838.6,20.26,955126844,0.226258882,0.040473835,0.30689815,0.143089623,0.797085219,0.073805078
Cleveland Electric Financing Trust I Pref Share,CVEPRU,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Cliffs Natural Resources Inc.,CLF,"NEW YORK STOCK EXCHANGE, INC.",424001387.6,13.24,1123869008,0.037502977,0.092917373,0.176774578,-0.001408562,1.060295844,0.685899872
Clorox Company,CLX,"NEW YORK STOCK EXCHANGE, INC.",-456998194.8,58.93,9039035919,0.077151624,0.042762601,0.066864765,0.064490874,0.345481022,-0.015828104
Cloud Peak Energy Inc,CLD,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
CMS Energy Corp,CMS,"NEW YORK STOCK EXCHANGE, INC.",2071998315,10.45,2034883596,-0.026153356,-0.018181818,0.527932931,-0.36675525,3.262483076,0.388516664
CNA Financial Corp,CNA,"NEW YORK STOCK EXCHANGE, INC.",8457000322,26.75,6846768376,0.228642817,0.043364495,0.078396079,,1.531030154,0.223551454
CNA Surety Corp,SUR,"NEW YORK STOCK EXCHANGE, INC.",446371288.8,13.35,574062589,0.219527498,0.074157295,0.104321073,,0.612266765,0.091385835
CNH Global NV,CNH,"NEW YORK STOCK EXCHANGE, INC.",5010000640,19.37,2591370414,0.452406395,-0.005162623,0.281686967,0.374806693,4.669951199,-0.029429294
"CNO Financial Group, Inc.",CNO,"NEW YORK STOCK EXCHANGE, INC.",3234396595,19.95,3014975869,,,,,,0.161403364
"CNO Financial Group, Inc. Pref Share",CNOPRB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"CNOOC, Ltd. ADR",CEO,"NEW YORK STOCK EXCHANGE, INC.",6851473991,54.19,22251471355,0.097023889,0.073353041,,,0.31313596,0.300536614
CNX Gas Corporation,CXG,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Coach, Inc.",COH,"NEW YORK STOCK EXCHANGE, INC.",987455819.7,28.20,10654774867,0.043748321,0.026418439,0.044322646,0.037315675,0.128755177,0.182269487
Coal,IG001DA032,"NEW YORK STOCK EXCHANGE, INC.",6181327721,78.38,25070076042,,,,,,0.391785142
Coastal Corporation,CGP,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
"Cobalt International Energy, Inc.",CIE,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Coca-Cola Co,KO,"NEW YORK STOCK EXCHANGE, INC.",15934886202,41.64,1.00745E+11,0.058345917,0.045148887,0.053599444,0.050792928,0.215638585,-0.006062511
Coca-Cola Enterprises Inc,CCE,"NEW YORK STOCK EXCHANGE, INC.",5377989421,20.85,9783366728,0.185208233,0.065227828,0.157660793,0.082032436,1.836429247,-0.07329148
"Coca-Cola Femsa, S.A.B. de C.V. ADR",KOF,"NEW YORK STOCK EXCHANGE, INC.",2638991636,23.76,4482395755,0.051482543,0.057180825,0.155131309,,0.931925629,0.151906805
Coca-Cola Hellenic Bottling Company S.A. ADR,CCH,"NEW YORK STOCK EXCHANGE, INC.",3469115125,15.77,5634851804,0.157160969,0.046536325,0.105089716,0.076179042,1.02050709,0.253634867
Coeur D'Alene Mines Corporation,CDE,"NEW YORK STOCK EXCHANGE, INC.",293455047.2,39.30,838113961,-0.01751789,-0.458015337,-0.019295621,-0.030274041,0.138590131,0.017811703
"Cogdell Spencer, Inc.",CSA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,-0.009641353
"Cogdell Spencer, Inc. Pref Share",CSAPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Cohen & Steers Inc,CNS,"NEW YORK STOCK EXCHANGE, INC.",145634377.5,16.25,574031250,,0.027692309,,,,0.172261574
Cole National Corporation A,CNJ,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
Coles Myer Limited ADR,CM,"NEW YORK STOCK EXCHANGE, INC.",2674156430,,9362490045,0.105352464,0.050819516,,0.049924863,2.646349757,-0.025372478
Colfax Corporation,CFX,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Colgate-Palmolive Company,CL,"NEW YORK STOCK EXCHANGE, INC.",971375879.8,51.16,27129375484,0.060059411,0.048475377,0.078033554,0.049092501,0.361841891,0.095195945
"Collective Brands, Inc.",PSS,"NEW YORK STOCK EXCHANGE, INC.",635600867.9,12.30,837553371,0.229067943,0.008130081,-0.001193062,0.09735392,3.318620781,1.040650242
Colonial Capital Trust III Pref Share,CNBPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Colonial Properties Trust,CLP,"NEW YORK STOCK EXCHANGE, INC.",605002113.5,39.27,1075538619,0.13691295,0.014005602,0.187946891,-0.217740778,0.304487321,0.141113084
Colonial Properties Trust Pref Share,CLPPRD,"NEW YORK STOCK EXCHANGE, INC.",,26.55,,,,,,,0.044667413
Colonial Properties Trust Pref Share,CLPPRE,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Colony Financial Inc,CLNY,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Columbia Energy Group,CG,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
Columbia Equity Trust Inc,COE,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0.060723644
Comcast Corp 2 % Zero Premium Option Note Exchangeable Secs 1999-15.11.29 B,CCZ,"NEW YORK STOCK EXCHANGE, INC.",,44.49,,,,,,,-0.10092167
Comcast Corp 6 5/8 % Notes 2007-15.5.56,CCS,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Comcast Corp 7 % Notes 2006-15.5.55 Sr,CCT,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Comcast Corp 7 % Notes 2006-15.9.55 Gtd Sr,CCW,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Comerica Capital Trust Pref Share,CMAPRZ,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Comerica Inc,CMA,"NEW YORK STOCK EXCHANGE, INC.",5104997248,61.02,10407571200,0.093852563,0.066207802,,,0.25005545,-0.033453034
"Comfort Systems USA, Inc.",FIX,"NEW YORK STOCK EXCHANGE, INC.",216596260.5,7.68,300735682,0.047139526,0.016927084,0.050712151,0.028471323,2.66525941,0.2010557
Commerce Bancorp Inc,CBH,"NEW YORK STOCK EXCHANGE, INC.",1665707834,32.20,5109143860,0.09363971,0.047981376,,,0.242887525,0.084131521
"Commerce Group, Inc",CGI,"NEW YORK STOCK EXCHANGE, INC.",1116158328,30.52,2024085240,0.154339708,0.098459987,0.140630856,,0.880732911,-0.038611103
Commercial Federal Corporation,CFB,"NEW YORK STOCK EXCHANGE, INC.",789330528.2,29.71,1169259035,0.373090616,0.062941773,,,0.318010223,0.159542218
Commercial Metals Company,CMC,"NEW YORK STOCK EXCHANGE, INC.",755016802.5,12.92,1490948520,0.019530026,0.126582278,0.216468677,-0.02014018,3.500469063,0.465379771
CommonWealth REIT,CWH,"NEW YORK STOCK EXCHANGE, INC.",1824258996,51.32,2274971002,0.099851321,0.051441943,0.153130282,-0.448227685,0.466245026,-0.134441783
CommonWealth REIT Pref Share,CWHPRB,"NEW YORK STOCK EXCHANGE, INC.",,27.69,,,,,,,0.014435204
CommonWealth REIT Pref Share,CWHPRC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
CommonWealth REIT Pref Share,CWHPRD,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"CommScope, Inc.",CTV,"NEW YORK STOCK EXCHANGE, INC.",449465048,18.90,1027814810,0.119300337,0.057671956,0.01968466,0.111333035,0.896152905,0.065079364
Communication Equipment,IG001DA033,"NEW YORK STOCK EXCHANGE, INC.",1.06316E+11,297.69,4.72443E+11,0.003584607,,0.00268329,0.00264887,0.021082747,0.01017216
Community Bank System Inc.,CBU,"NEW YORK STOCK EXCHANGE, INC.",474629021.5,28.25,864636873,0.095267492,0.05433628,,,0.222980455,-0.175861613
Community Health Systems Inc,CYH,"NEW YORK STOCK EXCHANGE, INC.",1239987413,27.88,2432425617,0.101888057,0.053443327,0.159809507,-0.10327508,1.075279223,0.375179236
Companhia de Bebidas das Americas Ambev ADR,ABV.C,"NEW YORK STOCK EXCHANGE, INC.",6400596116,8.67,19444128176,0.029281557,0.033149926,0.049744141,,0.171035746,-0.225948799
Companhia de Bebidas das Americas Ambev ADR,ABV,"NEW YORK STOCK EXCHANGE, INC.",6400596116,4.72,10585085307,0.053787877,0.052646403,0.091376022,,0.314178992,0.611718957
Companhia Siderurgica Nacional ADR,SID,"NEW YORK STOCK EXCHANGE, INC.",1325931956,3.19,5294201579,0.023589574,0.162395503,0.107945105,,0.646720094,0.324447143
Compaq Computer Corporation,CPQ,"NEW YORK STOCK EXCHANGE, INC.",,,,0.051709757,,-0.008447901,0.013505879,1.726438857,0
Compass Diversified Holdings Shares of Beneficial Interest,CODI,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Compass Minerals International, Inc.",CMP,"NEW YORK STOCK EXCHANGE, INC.",-88398925.24,24.23,748002779,,0.06108131,0.135407359,,0.765879751,0.05998283
Compass Trust III Pref Share,CMHPR,"NEW YORK STOCK EXCHANGE, INC.",,26.29,,,,,,,0.033878758
"Compellent Technologies, Inc.",CML,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Complete Production Services, Inc.",CPX,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Computer Distribution,IG001DA034,"NEW YORK STOCK EXCHANGE, INC.",4595013280,103.16,7358985518,0.023407966,,0.023230655,0.020502992,1.526510138,-0.112518952
Computer Sciences Corporation,CSC,"NEW YORK STOCK EXCHANGE, INC.",6204502724,56.37,10668637778,0.177202131,0.052332814,0.188017848,0.100529216,1.429553736,-0.101649698
Computer Systems,IG001DA035,"NEW YORK STOCK EXCHANGE, INC.",85271997337,106.88,3.81722E+11,0.028683055,,0.021592279,0.021243352,0.249407035,-0.006806262
"Comstock Resources, Inc.",CRK,"NEW YORK STOCK EXCHANGE, INC.",355853012.5,22.05,766827161,0.206426043,0.045804995,0.187660638,-0.02845925,0.324452632,0.383673581
"ConAgra Foods, Inc.",CAG,"NEW YORK STOCK EXCHANGE, INC.",4860701870,29.45,15181477562,0.046859148,0.049915119,0.095832898,0.017443681,0.973716471,-0.281190173
Concha y Toro Winery Inc ADR,VCO,"NEW YORK STOCK EXCHANGE, INC.",279771793.5,28.72,1032729153,0.027152766,0.020535116,0.050604598,,0.306817547,0.038670208
"Concho Resources, Inc.",CXO,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Concord EFS, Inc.",CE,"NEW YORK STOCK EXCHANGE, INC.",,,,0.019012535,,0.064744824,0.003800367,0.311547541,0
Concord Medical Services Holdings Ltd. ADR,CCM,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Conectiv Inc,CIV,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
Confectioners,IG001DA036,"NEW YORK STOCK EXCHANGE, INC.",1853598894,486.82,9890124723,,,,,,-0.009842869
Conglomerates,IG001DA037,"NEW YORK STOCK EXCHANGE, INC.",1.22618E+11,76.13,78924030037,0.066158875,,0.055334372,0.036663517,0.835387691,-0.024762223
"Conoco, Inc.",COC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
ConocoPhillips,COP,"NEW YORK STOCK EXCHANGE, INC.",42722944051,43.52,59932940073,0.177417046,0.109178864,0.264937297,0.07108235,1.767733907,0.363529031
Consol Energy Inc,CNX,"NEW YORK STOCK EXCHANGE, INC.",469020617.7,20.53,3714414545,0.069565847,0.027527408,0.080589269,-0.038479698,0.680748633,0.603999416
Consolidated Edison Co of New York Inc Pref Share,EDPRA,"NEW YORK STOCK EXCHANGE, INC.",,90.00,,,,,,,0.05610308
Consolidated Edison Co of New York Inc Pref Share,EDPRC,"NEW YORK STOCK EXCHANGE, INC.",,84.50,,,,,,,0.06234255
"Consolidated Edison, Inc.",ED,"NEW YORK STOCK EXCHANGE, INC.",7053997700,43.75,10588172306,0.153692036,0.051885708,0.175128281,0.014454721,0.971514231,0.113498582
"Consolidated Graphics, Inc.",CGX,"NEW YORK STOCK EXCHANGE, INC.",272872306.7,45.90,626279520,0.106975246,0.040087149,0.075023876,0.087178334,1.139933701,0.031372554
Consolidated Natural Gas,CNG,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
Constellation Brands Inc. A,STZ,"NEW YORK STOCK EXCHANGE, INC.",2669233895,23.26,5039622816,0.045075054,0.027090947,0.107809621,0.024070534,0.731615062,0.127929515
Constellation Brands Inc. B,STZ.B,"NEW YORK STOCK EXCHANGE, INC.",2669233895,23.20,5027703691,0.045181914,0.013577587,0.108065197,0.024127594,0.733349663,0.131034581
Constellation Energy Group Inc,CEG,"NEW YORK STOCK EXCHANGE, INC.",4726898287,43.71,7686513867,0.167321759,0.076412699,0.215126027,0.077469475,1.574503126,0.349072437
Constellation Energy Group Inc 8 5/8 % Debs 2008-15.6.63 Jr Subord Series A,CEGPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Consumer Electronics,IG001DA038,"NEW YORK STOCK EXCHANGE, INC.",1.03492E+11,107.12,86980026771,0.025308011,,0.018036623,0.004300043,0.317882041,0.078266534
Consumers Energy Co Pref Share,CMSPRA,"NEW YORK STOCK EXCHANGE, INC.",,77.75,,,,,,,0.024696882
Consumers Energy Co Pref Share,CMSPRB,"NEW YORK STOCK EXCHANGE, INC.",,79.00,,,,,,,0.094363548
Consumers Energy Company Financing IV Pref Share,CMSPRN,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Continental Airlines Inc B,CAL,"NEW YORK STOCK EXCHANGE, INC.",266001073.3,13.54,899941163,0.724870375,-0.122599712,0.748325435,0.497022092,10.71673525,0.573116592
Continental Resources Inc,CLR,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Continucare Corp,CNU,"NEW YORK STOCK EXCHANGE, INC.",21317218.83,2.50,125750465,0.021323626,0.048000008,0.054668648,0.019766018,0.818820424,-0.040000005
Contract Manufacturers,IG001DA039,"NEW YORK STOCK EXCHANGE, INC.",15146611906,"1,482.72",21677478928,,,,,,-0.058108039
"Controladora Comercial Mexicana, S.A.B. de C.V. ADR",MCM,"NEW YORK STOCK EXCHANGE, INC.",1406169090,22.40,1216320000,0.064652358,0.101422234,0.12543268,,2.732606278,0.365278968
Convergys Corporation,CVG,"NEW YORK STOCK EXCHANGE, INC.",1285292988,14.99,2122613905,0.130004727,0.064042709,0.167070281,0.032478246,1.105545305,0.05737163
Con-way Inc,CNW,"NEW YORK STOCK EXCHANGE, INC.",777360698,50.10,2588756528,0.125326947,0.04630738,0.130207248,0.067766104,1.444616996,0.124700197
Cooper Companies,COO,"NEW YORK STOCK EXCHANGE, INC.",544160502.9,70.59,2312836948,0.039155556,0.036690744,0.046641312,0.023483357,0.189659031,-0.272484833
